vineyard_winery|ava|appellation|region|state|wine_name|style|wine_type|varietal_breakdown_array|vintage|description|alcohol_percent|price|date_scraped
http://www.slopeandintercept.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Adelaida District|Paso Robles|CA|Paso Robles White|White|Varietal|Grenache Blanc:1|2015|"Vintage: 2015 was the most intense season of a 4-year drought
for the Paso Robles area. Rainfall for the year was about 30% of
usual, and the hard times were compounded by a spring frost that
thinned out an already small crop. By the time harvest came
around, yields were down by about half across area vineyards,
but the quality of the grapes was fantastic. This Grenache Blanc is
a testament to white wines made in vintages like this, deeply
golden in color and full of rich fruit.
Production: The Grenache Blanc was hand-harvested and
allowed to soak on skins for 12 hours before pressing. The freshly
pressed juice was intentionally oxidized to remove browning
agents and bring roundness to the massive acid present. It was
then cold settled for 24 hours and racked to once-used French oak
puncheons for fermentation. After completion of primary fermentation, all wine was racked to a single puncheon and left to age on
lees for 9 months.
Ageing: The heavy fruit and great acidity in this wine will allow
this to be a fairly strong ager for a white wine. It should drink
beautifully well into 2019/2020.
Comments: Put a bottle of our 2015 Paso Robles White in the
fridge to chill some hot summer day, then wait for the sun to drop
below the horizon. The slanted golden light is mirrored by the wine
in your glass. The plants straighten up around you as they are
relieved of the heat of the day by the evening breeze. A plate of
sliced peaches, goat’s milk cheese, pistachios, dried cherries and
crackers might be in order. That or a really good green curry."|0.137|28|2020-10-05
https://www.adelaida.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Adelaida District|Paso Robles|CA|Anna's White|White|Blend|Roussanne:.45,Viognier:.26,Grenache Blanc:.24,Muscat Canelli:.05|2019|Showcasing the different qualities of its four grape varietals, this wine teases you with a complex bouquet of ripe green apple, wet stone, damp earth (petrichor), and fresh-roasted almonds. The palate is crisp and bright, with notes of lemon verbena, merengue, and finishes with a warm note of fig and ginger spice. Drink through 2022.||40|2020-10-05
https://www.adelaida.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Adelaida District|Paso Robles|CA|Sparkling Wine Signature|Sparkling|Blend|Pinot Noir:.5,Chardonnay:.5|2017|A beautiful marriage of Chardonnay and Pinot Noir from our HMR Estate Vineyard, this wine exemplifies the pedigree of fruit produced on this storied property. Possessing both golden-straw coloring and texture enriching bubbles, this wine's elegance is only outshined by its easily enjoyed flavors. Expressing the aromas of green apple, honeycomb, freshly baked bread, further complemented by its engaging palate. Reminiscent of Pear, lemon zest, and a distinct apricot finish. Drink now through 2023||70|2020-10-05
https://www.adelaida.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Adelaida District|Paso Robles|CA|Anna's Red|Red|Blend|Mourvedre:.39,Grenache:.23,Carignan:.2,Syrah:.18|2017|This classic Rhône-style blend, a perennial favorite, brings together our red varieties from Anna’s Vineyard. The wine carries a bouquet of red and blue fruits, and an essence of the California hills – sagebrush, lavender, and red cedar. On the palate, this wine brings earthy gravel and black tea, tempered with fresh bing cherry, dried raspberry, and licorice spice. Enjoy now through 2027.||45|2020-10-05
https://www.adelaida.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Adelaida District|Paso Robles|CA|Cabernet Sauvignon|Red|Varietal|Cabernet Sauvignon:1|2017|Suave and immediately engaging, the wine’s ruby gemstone color draws you close to aromas of soft red berries (blackberries and black cherries) with complementary notes of allspice, vanilla bean and sweet mocha. Rounded textures characterize the mouth-feel with moderate tannins and the persistance of ripe berry flavors extend through the long finish with impressions of mocha and vanilla bean. Enjoy now through 2025.||50|2020-10-05
https://www.adelaida.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Adelaida District|Paso Robles|CA|Genache|Red|Varietal|Grenache:1|2016|Extremely lively, the wine has aromas of lavender and roses on the nose, raspberries, orange zest, and freshly turned earth. On the palate, this Grenache has meaty characteristics of steak tartare leading to a long sustaining finish reminiscent of a “mixed grill” of violets, red fruit tea, and bone broth. Drink now through 2023.||40|2020-10-05
https://www.adelaida.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Adelaida District|Paso Robles|CA|Rose|Rose|Blend|Grenache:.54,Mourvedre:.22,Cinsault:.13,Counoise:.11|2019|A complex wine with beguiling scents of hibiscus flower and tangerine zest that continues into sculpted flavors reminiscent of Clementine oranges, bergamot, and lavender. Serve this rosé chilled poolside or at the dinner table. Enjoy now through 2021.||28|2020-10-05
https://www.adelaida.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Adelaida District|Paso Robles|CA|Syrah|Red|Varietal|Syrah:1|2017|A wine varietal with a long history in our AVA, this wine is a juicy, spice-laden, and fruit-forward interpretation of the varietal. It is an approachable wine that will only develop more complex earth-toned flavorings with age. Drink now through 2024.||45|2020-10-05
https://www.adelaida.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Adelaida District|Paso Robles|CA|The Don|Dessert|Blend|NA:|2013|The wine is opaque and lush with deeply extracted, heady flavors of blackberries, marionberries, raspberries, and hints of minty herbs. A second sip reveals a sense of mulled fruit preserves with overtones of sweet cedar and dark chocolate.||35|2020-10-05
https://www.adelaida.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Adelaida District|Paso Robles|CA|Anna's Red Signature|Red|Blend|Syrah:.36,Grenache:.36,Mourvedre:.28|2016|Bold and black-fruited, the wine is enveloping with its full-bodied masculinity, yet roundly textured with an aromatic mix of wild thyme, rosemary, sage and crushed black plums leading to long flavor restatement highlighting black and red berries, cured meat and smoky-sweet spices. A substantial wine, it's robust in flavor that will evolve with complexity when aged. Enjoy through 2026.||60|2020-10-05
https://www.adelaida.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Adelaida District|Paso Robles|CA|Cabernet Franc Signature|Red|Varietal|Cabernet Franc:1|2016|"""Lurid violet. Potent black currant, cherry and cedary oak scents are complicated by pipe tobacco, candied rose and cracked pepper nuances. Chewy and focused on the palate, offering concentrated dark berry, bitter cherry and succulent herb flavors plus a hint of smokiness. Delivers a solid punch of flavor and comes off surprisingly lithe for its heft. Finishes with mounting tannins, a jolt of peppery spices and strong, floral-driven persistence."""||80|2020-10-05
https://www.adelaida.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Adelaida District|Paso Robles|CA|Cabernet Sauvignon Signature|Red|Varietal|Cabernet Sauvignon:1|2016|"Planted in 1991, Viking Vineyard is celebrated among Paso Robles Cabernet Sauvignon enthusiasts for its ability to produce wines with striking intensity and memorable length. The vineyard site sets itself apart from other sites due to its steep south-facing slopes and the calcareous limestone soil composition. The exposed vineyards ridges create fruit that is classically low-yielding, leading to dramatic fruit concentration and density of flavors.
This wine is a sumptuous example of mountain-grown Cabernet Sauvignon. It exhibits lively huckleberry and blueberry with aromas of fresh cedar and Christmas baking spices. There is no need to wait to drink this wine but with an aging potential of 15 years, patience will be rewarded as the wine blossoms into full maturity. Drink through 2031."||100|2020-10-05
https://www.adelaida.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Adelaida District|Paso Robles|CA|Syrah Signature Anna's Vineyard|Red|Varietal|Syrah:1|2015|"Made in the classic “Cote Rotie style,"" this wine was made by cofermenting a very small amount of Viognier clusters with the Syrah. This technique, utilized strictly with Signature Syrah, enhances the wine's aromatics and amplifies the color.
In the glass, this wine has a sheer voluptuous silkiness, deep saturated purple coloring with a classic meat 
and violet nose, reinforced in the mouth with flavors of smoked meat, dark plums, north African spices, green peppercorns and a finishing note of hickory-smoked bacon. Drink now through 2025."||75|2020-10-05
https://www.adelaida.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Adelaida District|Paso Robles|CA|Pinot Noir|Red|Varietal|Pinot Noir:1|2018|"The old vines of HMR form a unique vineyard mix lacking a source attribution, they are a ‘massal selection’ aka the ‘HMR clone’ having evolved from a multiplicity of original vines. The HMR designation indicates that the wine is based on our best vineyard sites and the oldest vines. 
This maturation translates into a succulent wine that emanates aromas of rosehips, cherry, and boysenberry jam. The flavor continues on the palate with notes of smokey mushrooms, dark chocolate, and blackberry. This wine is drinking beautifully now and will develop with age. Drink through 2028."||60|2020-10-05
https://www.allegrettowines.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Paso Robles Central|Paso Robles|CA|Tannat, Allegretto Vineyard|Red|Varietal|Tannat:1|2016|This dark ruby Tannat celebrates the second harvest of the Allegretto Vineyard with an homage to its dark soil complexities that bring forth a smokey butterscotch nose, tart cherries and tobacco leaf on the palate, finishing with bold tannins.|0.142|65|2020-10-05
https://www.allegrettowines.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Santa Lucia Highlands|Paso Robles|CA|Chardonnay|White|Varietal|Chardonnay:1|2019|From the critically acclaimed Santa Lucia Highlands, this vibrant and contemporary Chardonnay opens with aromatics of apple and freshly picked melon, followed by flavors of alluring juicy fruit and anise.|0.147|50|2020-10-05
https://www.allegrettowines.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Adelaida District|Paso Robles|CA|Cello White|White|Blend|Chardonnay:,Roussanne:|2019|A sultry blend of Chardonnay and Roussanne, this go to summer sipper is perfect for all occasions and celebrations that will keep your guests coming back for more.|0.139|28|2020-10-05
https://www.allegrettowines.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Santa Lucia Highlands|Paso Robles|CA|Pinot Noir|Red|Varietal|Pinot Noir:1|2019|Vibrantly fruit driven with expressive cherry tones, balanced with a touch of wild tundra and an herbaceous palate, finishing with sage and allspice notes.|0.145|65|2020-10-05
https://www.allegrettowines.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Adelaida District|Paso Robles|CA|Malbec|Red|Varietal|Malbec:1|2017|Leading with floral and spice aromatics, this dry full-bodied Malbec delivers bright blackberries with sweet tobacco and hints of mocha.|0.145|75|2020-10-05
https://www.allegrettowines.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Willow Creek District|Paso Robles|CA|Cabernet Sauvignon, Willow Creek Vineyard|Red|Varietal|Cabernet Sauvignon:1|2015|Fragrance of blackberry and dark chocolate savory notes. On the palate, vegetal notes followed by fresh cherries and finishes with rolling tannins.|0.147|85|2020-10-05
https://www.allegrettowines.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Paso Robles Central|Paso Robles|CA|Cabernet Sauvignon, Allegretto Vineyard|Red|Varietal|Cabernet Sauvignon:1|2016|Warm nose of chocolate covered cherries and tobacco, followed by autumnal notes of turning leaves and sharp spices such as green cardamom and smoked paprika and finishes with bright tannins.|0.148|80|2020-10-05
https://www.allegrettowines.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Paso Robles Central|Paso Robles|CA|Cabernet Sauvignon, Allegretto Vineyard|Red|Varietal|Cabernet Sauvignon:1|2017|Savory earthy nose with allspice and dried rose petals, followed by juicy notes of ripe plum and wild berries on the palate, finishing with bright tannins and warm chocolate tones.|0.148|65|2020-10-05
https://www.allegrettowines.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Paso Robles Central|Paso Robles|CA|Trio|White|Blend|Viognier:,Vermentino:,Roussanne:|2017|Beginning  with delicate violets and jasmine on the nose, this unique blend of  Viognier, Vermentino and Roussanne is a crisp full bodied white wine with notes of young peaches finishing with a peak of acidity.|0.143|34|2020-10-05
https://www.allegrettowines.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Templeton Gap|Paso Robles|CA|Cabernet Sauvignon|Red|Varietal|Cabernet Sauvignon:1|2010|Aromas of black tea, tobacco and cardamom with complex intense dark fruit on the mid palate. Rich mouth feel with a velvety soft tannic finish.|0.145|120|2020-10-05
https://www.allegrettowines.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Willow Creek District|Paso Robles|CA|Cabernet Sauvignon, Willow Creek Vineyard|Red|Varietal|Cabernet Sauvignon:1|2014|Moderately fruit forward, big & bold, filled with savory notes and opulent layers of black currants; wild blackberries and green peppercorn carry through to the palate, which is accented by firm tannins and a rich mouth feel. Along lingering and velvety finish.|0.147|100|2020-10-05
https://www.justinwine.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Paso Robles Central|Paso Robles|CA|PLATINUM RESERVE|Red|Varietal|Cabernet Sauvignon:1|2016|"The 2016 vintage is the second release of PLATINUM Reserve. It is 100% Cabernet Sauvignon and consists of our winemaker, Scott Shirley's, favorite barrels from the best barrel lots. This beautiful wine is the purest expression of Cabernet Sauvignon achieved from this vintage.
Each bottle is decorated in platinum, a prized precious metal which suitably illustrates the scarcity of this limited production. Only the Cabernet Sauvignon with the darkest fruit character and ample tannin structure was shortlisted for consideration in the blend.
Twenty-four months of bottle aging prior to release helps ensure that all components have had ample time to marry and integrate, but additional time in the bottle will surely be rewarded Appearance: Bright, with a dense ruby/purple core showing black secondary hue, becoming lighter toward the rim with slow-forming deeply stained tears on the glass.

Aroma: Very aromatic with rich, ripe black fruit of cherry and blackcurrant jam with vanilla, toasted oak, red and black licorice, sweet tobacco, leather, cedar and camphor.

Palate: Full bodied and mouth-filling with ripe black fruit, oak and barrel spice on entry and a mid-palate showing sustained ripe fruit matched with savory dried autumn leaf elements. Mouth-filling, chewy tannins build through a very long, balanced and fresh finish layered with lingering fruit, licorice, cedar, camphor and oak notes. With a solid dark fruit core balanced by savory and textural elements and drinking nicely on release, the 2016 PLATINUM Reserve is a serious Cabernet that does not really need to be laid down to enjoy. But if you are inclined to do so, it will build further in balance and complexity in a few years. This wine will pair beautifully with a perfectly grilled prime, aged, or Wagyu steak with simple seasonings."|0.162|170|2020-10-08
https://www.justinwine.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Paso Robles Central|Paso Robles|CA|ISOSCELES|Red|Blend|Cabernet Sauvignon:.83,Cabernet Franc:.09,Merlot:.08|2017|"In 1987, we made our first vintage of a wine styled after the famous First Growth producers of Bordeaux, created with the same uncompromising care as the Grands Vins of those venerable chateaux. For more than 25 vintages, ISOSCELES has been our flagship wine and quality benchmark for this style of wine here on the Central Coast of California. A blend based on Cabernet Sauvignon supported by Cabernet Franc and Merlot, the 2017 ISOSCELES shows why Paso Robles is such a great place to grow these varieties. Appearance: Dark ruby/purple/black core, lighter ruby/purple toward the rim with moderate plus viscosity and slow forming, moderately stained tears.

Aroma: Highly aromatic and complex with lush, ripe black cherry, black currant and boysenberry with vanilla, cinnamon spice, sweet tobacco and savory notes of leather, camphor and cedar.

Palate: Full bodied and luxuriant with ripe black fruit, mostly cherry and black currant with mixed ripe berries and barrel spice on entry. The mid-palate features continued fruit with subtle savory elements of autumn leaf, leather, and cedar with rounded, plush tannins that extend into a long finish featuring black cherry and camphor notes. The 2017 ISOSCELES is a full, complex and rich wine that is drinking nicely on release and will offer added complexity in a few years.  Try it with a slowly braised beef or lamb stew, or with a taste of high quality dark chocolate.
Full-bodied, with ripe black fruit, complex barrel spice and amazingly ready to drink right out of the gate, you can try a bottle or two now, but make sure to save a few to enjoy this wine as it continues to evolve after some time in the cellar."|0.15|76|2020-10-08
https://www.justinwine.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Paso Robles Central|Paso Robles|CA|JUSTIFICATION|Red|Blend|Cabernet Franc:.65,Merlot:.35|2017|"With JUSTIFICATION, the Old World meets the New with a blend of Cabernet Franc and Merlot. This wine expresses the spirit of a few right bank Bordeaux producers who highlight Cabernet Franc with its complex expression of herbs, red fruit and elegant structure, only with a Paso Robles twist of full, mature fruit. A versatile pairing wine to a wide range of foods, JUSTIFICATION is perfect for a romantic dinner in front of a crackling fire or a summer’s evening barbeque. Appearance: Deep ruby/purple with black hue at the core and moderately stained tears on the glass.

Aroma: Very aromatic with ripe black, red cherry and blackcurrant fruit, vanilla and cinnamon spice with cedar, autumn leaves, oak, graphite, red licorice and cocoa.

Palate: Full bodied with ripe red and black fruit and baking spice on entry with oak and dusty tobacco notes joining on the mid-palate and balanced acidity keeping things elegant and fresh. The finish is long and complex with mouth filling, fine tannins, lingering cherry fruit, barrel spice and oak with subtle floral notes. Full bodied but lively and complex on the palate, the 2017 JUSTIFICATION is a versatile food pairing wine to a wide range of dishes from herb crusted pork loin roasted with root vegetables, a pan seared duck breast, or a filet mignon with a thyme and red wine sauce."|0.15|60|2020-10-08
https://www.justinwine.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Paso Robles Central|Paso Robles|CA|CABERNET SAUVIGNON|Red|Varietal|Cabernet Sauvignon:1|2018|"With attractive aromas of black fruit and spice, this smooth, ready-to-drink Cabernet Sauvignon is made with the same care as the highest quality, traditionally crafted Bordeaux styled wines. Our grapes are hand-picked and berry-sorted for consistent quality and flavor. JUSTIN Cabernet Sauvignon then spends more than a year in traditional small oak barrels to impart depth and complexity, highlighting the exceptional balance of flavors and textures that the unique climate and soils of Paso Robles add to the classic Cabernet character in this exceptional wine. Appearance: Deep ruby-purple core with a lighter rim and slightly stained, tears forming on the glass.

Aroma: Aromatic with ripe black cherry and cassis with dusty tobacco leaf, baking spice, oak, leather, camphor and hint of subtle purple flowers.

Palate: Dry, almost full-bodied on entry with ripe black cherry leading black currant and red berry fruit, with vanilla and cinnamon spice and oak accents leading a mid-palate with sustained black and red fruit, dried autumn leaf and subtle camphor notes. The finish is moderately long and fresh with lingering fruit, oak and baking spice framed by firm, balanced tannins. The 2018 JUSTIN Cabernet Sauvignon is an extremely versatile red wine, making it a perfect go-to red wine that performs well beyond its category. Try it with pizza, a vegetable lasagna, or an aged prime steak right off the grill. It’s the perfect red wine to bring to a party or for a dinner with friends."|0.145|28|2020-10-08
https://www.justinwine.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Paso Robles Central|Paso Robles|CA|SAVANT|Red|Blend|Syrah:.65,Cabernet Sauvignon:.35|2017|"A unique blend that combines the distinctive characteristics of Syrah and Cabernet Sauvignon, the two most highly regarded red grape varieties grown in Paso Robles. The 2017 SAVANT exhibits the depth and complexity that Paso is famous for, while still displaying the elegant, food friendly JUSTIN style. Rich, with full ripe black fruit, spice and smoky meaty elements, it’s a wine that lovers of bold wines will love, while still being classy enough to display exquisite table manners, pairing well with a wide variety of food. Appearance: Bright, dark purple/ruby core with a black secondary hue, moderate plus viscosity with thick tears showing moderate staining.

Aroma: Richly aromatic with ripe black cherry, cassis with berry jam, vanilla, oak, cracked pepper, smoke, autumn leaf and leather.

Palate: Full bodied with ripe black fruit of cherry, cassis and berry with oak and vanilla elements on the entry with camphor, smoke, leather, black pepper and sweet tobacco on the mid-palate along with pronounced, grippy tannins that continue through the long, fresh finish framed by lingering black fruit. A great balance of rustic with elegant, this is a bold wine that pairs nicely with highly flavored dishes like grilled sausage or roasted root vegetables but has the elegant texture and balance to accompany a filet mignon served with a mushroom wine sauce."|0.15|50|2020-10-08
https://www.justinwine.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Paso Robles Central|Paso Robles|CA|RIGHT ANGLE|Red|Blend|Cabernet Sauvignon:.73,Petite Sirah:.12,Malbec:.08,Petit Verdot:.07|2018|"At JUSTIN we pride ourselves on crafting wines that express an elegant Bordeaux-like style such as ISOSCELES and JUSTIFICATION, but we are also eager to explore the potential of the distinctive variety of fruit we can grow here in Paso Robles. Past efforts such as SAVANT and FOCUS have shown that we can play that game, and the effort continues with our offerings of our RIGHT ANGLE vintages. The 2018 RIGHT ANGLE is an expressive, eclectic blend of Cabernet, Malbec, Petite Sirah and Petit Verdot that gives an intriguing mix of dark fruit, spice, savory elements and supporting texture that is sure to please red wine lovers looking for something different at a great price point. Appearance: Bright with deep purple/ruby core, lighter toward the rim and with slow forming, moderately stained tears on the glass.

Aroma: Aromatic with black cherry, blackcurrant, vanilla and cinnamon barrel spice, oak, licorice, sweet tobacco and cedar.

Palate: Full bodied, ripe black fruit with red berry accents. Barrel spice and oak on entry. The mid-palate shows dusty tobacco leaf, leather and cedar with a little cocoa. Firm tannins provide a good balance to the wine’s fruit leading into a moderately long, clean finish with cherry candy and blackcurrant fruit and pleasant camphor accents with toasted oak. Bold, but balanced with a nice combination of fruit, spice and savory flavors met with mouth-filling texture, the 2018 RIGHT ANGLE lives up to this wine’s popular reputation in our line-up. It’s a perfect pairing with a Santa Maria Style Tri-Tip, a Texas BBQ brisket, or with a selection of cheeses and artisanal charcuterie."|0.15|35|2020-10-08
https://www.justinwine.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Paso Robles Central|Paso Robles|CA|Zinfandel|Red|Varietal|Zinfandel:1|2018|"With this limited bottling, we show the versatility of this venerable Paso Robles classic grape variety. The 2018 Zinfandel shows the fruit, savory spice and texture that fans of this grape variety crave combined with complexity and balance that is a JUSTIN hallmark. Appearance: Bright, with a moderate ruby/purple core, slightly lighter toward the rim of the glass with thick, lightly stained tears.

Aroma: Aromatic with red and black fruit of raspberry, brambly blackberry and dusty cherry fruit with attractive toasty oak and barrel spice, cracked pepper, licorice and camphor.

Palate: Full bodied, but fresh with a bright mix of red and black fruit of berry and cherry, vanilla, cinnamon and licorice spice on entry with dusty earth, oak and savory hints of black and white pepper joining sustained fruit on the mid-palate. Fine, lingering tannins last well through a moderately long finish that is fresh and clean with a mix of complex fruit and attractive spice and oak notes. The 2018 JUSTIN Zinfandel is a nicely balanced wine with bright fruit, spices and textures that is both mouth filling and lively on the palate. It’s a great pairing with BBQ spare ribs or steak fajitas with peppers, onions and some salsa."|0.145|30|2020-10-08
https://www.justinwine.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Paso Robles Central|Paso Robles|CA|Merlot|Red|Varietal|Merlot:1|2017|"The 2017 JUSTIN Merlot shows a serious side of this popular grape variety. In the past, the merlot grape had received a reputation as a soft, cushy, easygoing variety, but the 2017 JUSTIN Merlot proves that it can stand on its own. Full-bodied with ripe fruit, and a classic Bordeaux savory character and firm tannins, this wine is a complex and serious version of Merlot that announces to the world that this is a grape variety with serious intentions. Appearance: Clear, bright with a moderate ruby/purple core showing a black hue with moderate plus viscosity and slow forming, lightly stained tears on

Aroma: Aromatic with ripe, lush black cherry cassis and plum fruit, vanilla and cinnamon spice, cocoa, sweet tobacco with oak notes and a hint of cedar.

Palate: Full bodied, with plush ripe black fruit of cherry plum and blackcurrant with oak and baking spice on entry. The mid-palate shows savory elements of chocolate, dry autumn leaves over sustained ripe fruit with building firm, soft tannins leading into a lengthy finish showing black fruit, wood and sweet spice. Plush and full bodied, pair the JUSTIN 2017 Merlot with a classic beef pot roast, or other flavorful dishes like a grilled portobello mushroom with Val d’Aosta Fontina cheese panini."|0.158|30|2020-10-08
https://www.justinwine.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Paso Robles Central|Paso Robles|CA|Syrah|Red|Varietal|Syrah:1|2018|"The 2018 JUSTIN Syrah is a full-bodied New World take on a classic grape variety from the Northern Rhone in France. This limited offering gets along well with a wide range of palates and food pairings, proving that Paso Robles Syrah can show depth and character, but can be versatile enough to bring along on your next picnic or with a hearty dinner. Appearance:Bright with a dark purple/ruby core becoming lighter at the rim with moderate, slightly stained tears.

Aroma: Aromatic with dark, ripe fruit of cherry and berry with cracked pepper, oak, vanilla and smoked salumi..

Palate: Full bodied with dark ripe fruit and baking spice on the entry, with vanilla, oak and savory, smokey meaty notes and a little graphite on the mid-palate. The finish is long and balanced with lingering fruit, and camphor surrounded with firm tannins that tie everything together nicely. The 2018 Syrah is a bold, ripe, but balanced wine that is a great pairing with hearty food like a Beef Stew, or Santa Maria Tri-Tip."|0.15|30|2020-10-08
https://www.justinwine.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Paso Robles Central|Paso Robles|CA|RESERVE CABERNET SAUVIGNON|Red|Varietal|Cabernet Sauvignon:1|2018|"The 2018 Reserve Cabernet Sauvignon is one of the best Paso Robles Cabernets available. Crafted from the same quality fruit as our flagship ISOSCELES blend, and made of 100% Cabernet Sauvignon, this wine is a Cabernet lover’s dream. This wine is bold and complex with ripe black fruit, sweet spice and that classic Cabernet mix of savory and herbal character. Its structural texture keeps this wine balanced and fresh from its beginning through its very long, complex finish. Appearance: Clear and bright with a deep ruby/purple core, slightly lighter at the rim with slow forming lightly stained tears.

Aroma: Highly aromatic and complex with lush, ripe black cherry, cassis and blackberry jam with oak, vanilla, cedar, camphor, sweet tobacco, cocoa and subtle floral notes.

Palate: Full-bodied with rich, ripe black fruit of cherry, black currant and boysenberry mixed with barrel spice and balanced oak on the entry. The mid palate shows sustained fruit with savory elements of dried autumn leaves, cedar and cocoa. Firm, mouth-filling tannins lead into a long, fresh finish with black cherry and camphor. Rich and luscious, yet beautifully balanced, the 2018 Reserve Cabernet Sauvignon lives up to its reputation as one of the best Cabernets in Paso Robles. Try it with flavorful meat dishes like BBQ beef ribs, brisket, or a prime ribeye steak. It also goes great with dark chocolate!"|0.161|58|2020-10-08
https://www.justinwine.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Paso Robles Central|Paso Robles|CA|RESERVE MALBEC|Red|Varietal|Malbec:1|2017|"The Malbec grape hails from Cahors in southwestern France just south of Bordeaux and had also been used as a blending component in Bordeaux wines for many years before achieving its recent “rock star” status in Argentina. We normally make a small amount of Malbec wine each vintage to potentially blend into ISOSCELES Reserve and other wines, however starting in 2012, we made a small lot specifically for this limited release of Reserve Malbec. We hope you enjoy yet another great vintage of this wine with the 2017 Reserve Malbec. Appearance: Bright, deep purple/ruby colored core with black secondary hue, with thick, well stained tears on the glass.

Aroma: Aromatic with ripe black fruit of black cherry, black currant and a little berry jam, oak and barrel spice, a little dried autumn leaf with subtle floral elements.

Palate: Dry, near full bodied, fresh with ripe black fruit, vanilla and oak notes on the entry. The mid-palate shows savory spice and dried tobacco leaf character with grippy tannins and balanced acidity that keeps the palate fresh and clean. The moderately long and clean finish, shows continued savory notes, firm tannins and subtle cherry candy with camphor accents. With a unique flavor and textual profile, the 2017 JUSTIN Reserve Malbec is well suited to pair with bold flavored foods, without the weight of other full bodied wines. It pairs well with a Texas style chili, grilled lamb chops seasoned with salt pepper, garlic and a little rosemary, or with Spanish chorizo and Manchego cheese."|0.145|45|2020-10-08
https://www.justinwine.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Paso Robles Central|Paso Robles|CA|RESERVE TEMPRANILLO|Red|Varietal|Tempranillo:1|2017|"The historic Spanish variety, Tempranillo has found a successful home in the vineyards of Paso Robles. Like its home in the Rioja and Ribera del Duero regions of Spain, Paso Robles offers hot summer days, cool nights and little rainfall. Our 2017 Tempranillo tempts you with beautifully layered fruit, exotic spice highlights, and a long complex finish. It never fails to amaze with its affinity toward a wide variety of foods. ¡Que aproveche! Appearance: Dark ruby purple core lighter at the rim. Moderate-plus viscosity with light staining on the glass.

Aroma: Moderate intensity aromas of muted strawberry and cherry fruit leather with vanilla, dried potpourri, leather and a little exotic sandalwood.

Palate: Dry, moderate-plus bodied with red and black fruit character like the wine’s aromas, mixed with oak and barrel spice on the entry. The mid-palate shows sustained fruit with dusty leather, dried flowers and firm tannins that bundle everything together into a long, clean finish accented with a little olive and exotic wood notes. The 2017 Reserve Tempranillo is versatile wine that offers a great alternative when you are looking for something different in a red wine. With its exotic aromas and flavors, it pairs well with Mediterranean and middle eastern cuisines like a Moroccan lamb or tagine, or a slowly roasted pork roast seasoned with herbs and a little garlic served with roasted potatoes."|0.15|45|2020-10-08
